Monday F 1 99
Monday F 2 76
Monday F 3 84
Monday F 4 69
Monday F 5 18
Monday F 6 79
Monday F 7 4
Monday F 8 87
Monday T 9 12
Monday T 10 21
Monday T 11 45
Monday T 12 16
Monday T 13 99
Monday T 14 97
Monday T 15 1
Monday T 16 61
Monday T 17 16
Monday T 18 25
Monday T 19 86
Monday T 20 76
Monday T 21 30
Monday T 22 1
Monday T 23 29
Monday T 24 25
Tuesday F 1 50
Tuesday F 2 32
Tuesday F 3 86
Tuesday F 4 62
Tuesday F 5 29
Tuesday F 6 23
Tuesday F 7 87
Tuesday F 8 91
Tuesday T 9 71
Tuesday T 10 94
Tuesday T 11 98
Tuesday T 12 29
Tuesday T 13 29
Tuesday T 14 69
Tuesday T 15 11
Tuesday T 16 16
Tuesday T 17 24
Tuesday T 18 34
Tuesday T 19 92
Tuesday T 20 33
Tuesday T 21 55
Tuesday T 22 64
Tuesday T 23 7
Tuesday T 24 43
Wednesday F 1 34
Wednesday F 2 21
Wednesday F 3 92
Wednesday F 4 13
Wednesday F 5 56
Wednesday F 6 25
Wednesday F 7 73
Wednesday F 8 41
Wednesday T 9 88
Wednesday T 10 8
Wednesday T 11 64
Wednesday T 12 82
Wednesday T 13 43
Wednesday T 14 9
Wednesday T 15 69
Wednesday T 16 57
Wednesday T 17 65
Wednesday T 18 93
Wednesday T 19 53
Wednesday T 20 41
Wednesday T 21 12
Wednesday T 22 84
Wednesday T 23 93
Wednesday T 24 20
Thursday F 1 7
Thursday F 2 79
Thursday F 3 77
Thursday F 4 39
Thursday F 5 37
Thursday F 6 83
Thursday F 7 100
Thursday F 8 32
Thursday T 9 94
Thursday T 10 0
Thursday T 11 80
Thursday T 12 32
Thursday T 13 65
Thursday T 14 8
Thursday T 15 89
Thursday T 16 69
Thursday T 17 39
Thursday T 18 33
Thursday T 19 99
Thursday T 20 78
Thursday T 21 97
Thursday T 22 91
Thursday T 23 2
Thursday T 24 51
Friday F 1 2
Friday F 2 48
Friday F 3 86
Friday F 4 2
Friday F 5 76
Friday F 6 42
Friday F 7 44
Friday F 8 101
Friday T 9 7
Friday T 10 79
Friday T 11 78
Friday T 12 74
Friday T 13 32
Friday T 14 33
Friday T 15 55
Friday T 16 17
Friday T 17 62
Friday T 18 25
Friday T 19 75
Friday T 20 48
Friday T 21 45
Friday T 22 40
Friday T 23 44
Friday T 24 60
Saturday F 1 32
Saturday F 2 15
Saturday F 3 89
Saturday F 4 39
Saturday F 5 47
Saturday F 6 98
Saturday F 7 71
Saturday F 8 52
Saturday T 9 19
Saturday T 10 39
Saturday T 11 47
Saturday T 12 17
Saturday T 13 54
Saturday T 14 85
Saturday T 15 36
Saturday T 16 66
Saturday T 17 26
Saturday T 18 8
Saturday T 19 93
Saturday T 20 55
Saturday T 21 92
Saturday T 22 5
Saturday T 23 18
Saturday T 24 90
Sunday F 1 23
Sunday F 2 37
Sunday F 3 35
Sunday F 4 28
Sunday F 5 86
Sunday F 6 54
Sunday F 7 73
Sunday F 8 92
Sunday T 9 72
Sunday T 10 10
Sunday T 11 94
Sunday T 12 31
Sunday T 13 2
Sunday T 14 39
Sunday T 15 40
Sunday T 16 72
Sunday T 17 40
Sunday T 18 11
Sunday T 19 77
Sunday T 20 35
Sunday T 21 53
Sunday T 22 96
Sunday T 23 3
Sunday T 24 38
